country,indicator,value,year
St. Kitts and Nevis,serviceICTExports,478850508.9,2016
St. Kitts and Nevis,serviceICTExports,476073769.2,2017
St. Kitts and Nevis,serviceICTExports,556818163,2018
St. Kitts and Nevis,serviceICTExports,518896722.7,2019
St. Kitts and Nevis,serviceICTExports,326545523.2,2020
St. Kitts and Nevis,totalUnemployment,NA,2016
St. Kitts and Nevis,totalUnemployment,NA,2017
St. Kitts and Nevis,totalUnemployment,NA,2018
St. Kitts and Nevis,totalUnemployment,NA,2019
St. Kitts and Nevis,totalUnemployment,NA,2020
St. Kitts and Nevis,totalWageSalWorkers,NA,2016
St. Kitts and Nevis,totalWageSalWorkers,NA,2017
St. Kitts and Nevis,totalWageSalWorkers,NA,2018
St. Kitts and Nevis,totalWageSalWorkers,NA,2019
St. Kitts and Nevis,totalWageSalWorkers,NA,2020
St. Lucia,adjIncome,1419675224,2016
St. Lucia,adjIncome,1501396916,2017
St. Lucia,adjIncome,1618635196,2018
St. Lucia,adjIncome,1625946753,2019
St. Lucia,adjIncome,1246308828,2020
St. Lucia,adjIncomeCapita,8047.452419,2016
St. Lucia,adjIncomeCapita,8474.664102,2017
St. Lucia,adjIncomeCapita,9099.181485,2018
St. Lucia,adjIncomeCapita,9104.711831,2019
St. Lucia,adjIncomeCapita,6953.412674,2020
St. Lucia,commExports,3.89701797,2016
St. Lucia,commExports,5.052311782,2017
St. Lucia,commExports,5.663135613,2018
St. Lucia,commExports,2.875801833,2019
St. Lucia,commExports,8.807584818,2020
St. Lucia,serviceICTExportsPercent,1.419962491,2016
St. Lucia,serviceICTExportsPercent,1.236722968,2017
St. Lucia,serviceICTExportsPercent,1.117819173,2018
St. Lucia,serviceICTExportsPercent,1.065198256,2019
St. Lucia,serviceICTExportsPercent,2.73529933,2020
St. Lucia,commExports,11775529.48,2016
St. Lucia,commExports,11657774.19,2017
St. Lucia,commExports,11666490.86,2018
St. Lucia,commExports,11906313.36,2019
St. Lucia,commExports,10712781.44,2020
St. Lucia,serviceICTExports,829284545.1,2016
St. Lucia,serviceICTExports,942634242.6,2017
St. Lucia,serviceICTExports,1043683195,2018
St. Lucia,serviceICTExports,1117755619,2019
St. Lucia,serviceICTExports,391649327.9,2020
St. Lucia,totalUnemployment,19.749,2016
St. Lucia,totalUnemployment,18.89,2017
St. Lucia,totalUnemployment,19.12,2018
St. Lucia,totalUnemployment,15.34,2019
St. Lucia,totalUnemployment,20.41,2020
St. Lucia,totalWageSalWorkers,71.25039489,2016
St. Lucia,totalWageSalWorkers,71.64482937,2017
St. Lucia,totalWageSalWorkers,71.97212833,2018
St. Lucia,totalWageSalWorkers,71.26652732,2019
St. Lucia,totalWageSalWorkers,73.85472688,2020
St. Martin (French part),adjIncome,NA,2016
St. Martin (French part),adjIncome,NA,2017
St. Martin (French part),adjIncome,NA,2018
St. Martin (French part),adjIncome,NA,2019
St. Martin (French part),adjIncome,NA,2020
St. Martin (French part),adjIncomeCapita,NA,2016
St. Martin (French part),adjIncomeCapita,NA,2017
St. Martin (French part),adjIncomeCapita,NA,2018
St. Martin (French part),adjIncomeCapita,NA,2019
St. Martin (French part),adjIncomeCapita,NA,2020
St. Martin (French part),commExports,NA,2016
St. Martin (French part),commExports,NA,2017
St. Martin (French part),commExports,NA,2018
St. Martin (French part),commExports,NA,2019
St. Martin (French part),commExports,NA,2020
St. Martin (French part),serviceICTExportsPercent,NA,2016
St. Martin (French part),serviceICTExportsPercent,NA,2017
St. Martin (French part),serviceICTExportsPercent,NA,2018
St. Martin (French part),serviceICTExportsPercent,NA,2019
St. Martin (French part),serviceICTExportsPercent,NA,2020
St. Martin (French part),commExports,NA,2016
St. Martin (French part),commExports,NA,2017
St. Martin (French part),commExports,NA,2018
St. Martin (French part),commExports,NA,2019
St. Martin (French part),commExports,NA,2020
St. Martin (French part),serviceICTExports,NA,2016
St. Martin (French part),serviceICTExports,NA,2017
St. Martin (French part),serviceICTExports,NA,2018
St. Martin (French part),serviceICTExports,NA,2019
St. Martin (French part),serviceICTExports,NA,2020
St. Martin (French part),totalUnemployment,NA,2016
St. Martin (French part),totalUnemployment,NA,2017
St. Martin (French part),totalUnemployment,NA,2018
St. Martin (French part),totalUnemployment,NA,2019
St. Martin (French part),totalUnemployment,NA,2020
St. Martin (French part),totalWageSalWorkers,NA,2016
St. Martin (French part),totalWageSalWorkers,NA,2017
St. Martin (French part),totalWageSalWorkers,NA,2018
St. Martin (French part),totalWageSalWorkers,NA,2019
St. Martin (French part),totalWageSalWorkers,NA,2020
St. Vincent and the Grenadines,adjIncome,676574176.9,2016
St. Vincent and the Grenadines,adjIncome,704672569.7,2017
St. Vincent and the Grenadines,adjIncome,738951949.1,2018
St. Vincent and the Grenadines,adjIncome,752856023.9,2019
St. Vincent and the Grenadines,adjIncome,723205785.2,2020
St. Vincent and the Grenadines,adjIncomeCapita,6385.003982,2016
St. Vincent and the Grenadines,adjIncomeCapita,6676.260028,2017
St. Vincent and the Grenadines,adjIncomeCapita,7018.853821,2018
St. Vincent and the Grenadines,adjIncomeCapita,7175.250886,2019
St. Vincent and the Grenadines,adjIncomeCapita,6911.898704,2020
St. Vincent and the Grenadines,commExports,7.99524936,2016
St. Vincent and the Grenadines,commExports,7.71069264,2017
St. Vincent and the Grenadines,commExports,5.634361831,2018
St. Vincent and the Grenadines,commExports,7.446948196,2019
St. Vincent and the Grenadines,commExports,17.22558918,2020
St. Vincent and the Grenadines,serviceICTExportsPercent,3.214004743,2016
St. Vincent and the Grenadines,serviceICTExportsPercent,3.176441148,2017
St. Vincent and the Grenadines,serviceICTExportsPercent,1.962345262,2018
St. Vincent and the Grenadines,serviceICTExportsPercent,1.935402873,2019
St. Vincent and the Grenadines,serviceICTExportsPercent,4.064744174,2020
St. Vincent and the Grenadines,commExports,8221333.333,2016
St. Vincent and the Grenadines,commExports,7915888.889,2017
St. Vincent and the Grenadines,commExports,5406851.852,2018
St. Vincent and the Grenadines,commExports,5498227.648,2019
St. Vincent and the Grenadines,commExports,5138677.483,2020
St. Vincent and the Grenadines,serviceICTExports,255797174.9,2016
St. Vincent and the Grenadines,serviceICTExports,249206219.2,2017
St. Vincent and the Grenadines,serviceICTExports,275530099.5,2018
St. Vincent and the Grenadines,serviceICTExports,284086983.9,2019
St. Vincent and the Grenadines,serviceICTExports,126420686.3,2020
St. Vincent and the Grenadines,totalUnemployment,18.979,2016
St. Vincent and the Grenadines,totalUnemployment,18.946,2017
St. Vincent and the Grenadines,totalUnemployment,18.931,2018
St. Vincent and the Grenadines,totalUnemployment,19.194,2019
St. Vincent and the Grenadines,totalUnemployment,20.678,2020
St. Vincent and the Grenadines,totalWageSalWorkers,73.61770831,2016
St. Vincent and the Grenadines,totalWageSalWorkers,73.68900942,2017
St. Vincent and the Grenadines,totalWageSalWorkers,73.74816335,2018
St. Vincent and the Grenadines,totalWageSalWorkers,73.56733357,2019
St. Vincent and the Grenadines,totalWageSalWorkers,73.07948572,2020
Sudan,adjIncome,92667786152,2016
Sudan,adjIncome,114709000000,2017
Sudan,adjIncome,27747607132,2018
Sudan,adjIncome,27327201501,2019
Sudan,adjIncome,22706140261,2020
Sudan,adjIncomeCapita,2353.337891,2016
Sudan,adjIncomeCapita,2819.805664,2017
Sudan,adjIncomeCapita,660.6721191,2018
Sudan,adjIncomeCapita,632.1044922,2019
Sudan,adjIncomeCapita,510.9336548,2020
Sudan,commExports,17.05917831,2016
Sudan,commExports,19.20349174,2017
Sudan,commExports,3.672586411,2018
Sudan,commExports,11.46936184,2019
Sudan,commExports,11.95682234,2020
Sudan,serviceICTExportsPercent,0.72727132,2016
Sudan,serviceICTExportsPercent,0.038473221,2017
Sudan,serviceICTExportsPercent,0.008063719,2018
Sudan,serviceICTExportsPercent,0.008858136,2019
Sudan,serviceICTExportsPercent,0.791296227,2020
Sudan,commExports,11233220,2016
Sudan,commExports,684869.6376,2017
Sudan,commExports,121844.8813,2018
Sudan,commExports,121054.9061,2019
Sudan,commExports,9993002.176,2020
Sudan,serviceICTExports,1544570738,2016
Sudan,serviceICTExports,1780120346,2017
Sudan,serviceICTExports,1511025804,2018
Sudan,serviceICTExports,1366595699,2019
Sudan,serviceICTExports,1262864884,2020
Sudan,totalUnemployment,17.001,2016
Sudan,totalUnemployment,17.141,2017
Sudan,totalUnemployment,17.306,2018
Sudan,totalUnemployment,17.514,2019
Sudan,totalUnemployment,19.208,2020
Sudan,totalWageSalWorkers,39.26182989,2016
Sudan,totalWageSalWorkers,39.51128211,2017
Sudan,totalWageSalWorkers,39.72351777,2018
Sudan,totalWageSalWorkers,39.86789058,2019
Sudan,totalWageSalWorkers,39.72185349,2020
Suriname,adjIncome,2311942541,2016
Suriname,adjIncome,2145542435,2017
Suriname,adjIncome,2789880133,2018
Suriname,adjIncome,2876593588,2019
Suriname,adjIncome,1933016759,2020
Suriname,adjIncomeCapita,3976.146897,2016
Suriname,adjIncomeCapita,3651.620408,2017
Suriname,adjIncomeCapita,4699.022481,2018
Suriname,adjIncomeCapita,4791.918701,2019
Suriname,adjIncomeCapita,3184.200636,2020
Suriname,commExports,30.67310841,2016
Suriname,commExports,42.50268694,2017
Suriname,commExports,39.49107282,2018
Suriname,commExports,39.09296609,2019
Suriname,commExports,53.9452961,2020
Suriname,serviceICTExportsPercent,4.363883994,2016
Suriname,serviceICTExportsPercent,6.965803041,2017
Suriname,serviceICTExportsPercent,5.921915472,2018
Suriname,serviceICTExportsPercent,5.374407934,2019
Suriname,serviceICTExportsPercent,8.835450589,2020
Suriname,commExports,7249561.632,2016
Suriname,commExports,11030333.36,2017
Suriname,commExports,10110739.11,2018
Suriname,commExports,8457785.252,2019
Suriname,commExports,9066991.175,2020
Suriname,serviceICTExports,166126360,2016
Suriname,serviceICTExports,158349773.8,2017
Suriname,serviceICTExports,170734269.3,2018
Suriname,serviceICTExports,157371479,2019
Suriname,serviceICTExports,102620586.1,2020
Suriname,totalUnemployment,7.92,2016
Suriname,totalUnemployment,7.885,2017
Suriname,totalUnemployment,7.687,2018
Suriname,totalUnemployment,7.547,2019
Suriname,totalUnemployment,8.739,2020
Suriname,totalWageSalWorkers,76.78578873,2016
Suriname,totalWageSalWorkers,76.64053241,2017
Suriname,totalWageSalWorkers,76.80919951,2018
Suriname,totalWageSalWorkers,77.13969746,2019
Suriname,totalWageSalWorkers,76.7955981,2020
Sweden,adjIncome,432748000000,2016
Sweden,adjIncome,459033000000,2017
Sweden,adjIncome,470799000000,2018
Sweden,adjIncome,458008000000,2019
Sweden,adjIncome,469239000000,2020
Sweden,adjIncomeCapita,43610.1867,2016
Sweden,adjIncomeCapita,45639.94056,2017
Sweden,adjIncomeCapita,46269.20867,2018
Sweden,adjIncomeCapita,44558.12293,2019
Sweden,adjIncomeCapita,45322.00707,2020
Sweden,commExports,66.76556767,2016
Sweden,commExports,66.31018683,2017
Sweden,commExports,64.61295781,2018
Sweden,commExports,69.45161451,2019
Sweden,commExports,73.398888349999993,2020
Sweden,serviceICTExportsPercent,20.04237261,2016
Sweden,serviceICTExportsPercent,20.18125405,2017
Sweden,serviceICTExportsPercent,19.61481616,2018
Sweden,serviceICTExportsPercent,20.56037729,2019
Sweden,serviceICTExportsPercent,21.90051924,2020
Sweden,commExports,14051446696,2016
Sweden,commExports,14503872824,2017
Sweden,commExports,14417480589,2018
Sweden,commExports,15994913197,2019
Sweden,commExports,15550472873,2020
Sweden,serviceICTExports,70108699050,2016
Sweden,serviceICTExports,71868045390,2017
Sweden,serviceICTExports,73503011562,2018
Sweden,serviceICTExports,77794842843,2019
Sweden,serviceICTExports,71005041959,2020
Sweden,totalUnemployment,6.99,2016
Sweden,totalUnemployment,6.72,2017
Sweden,totalUnemployment,6.36,2018
Sweden,totalUnemployment,6.83,2019
Sweden,totalUnemployment,8.29,2020
Sweden,totalWageSalWorkers,90.01045776,2016
Sweden,totalWageSalWorkers,90.15263933,2017
Sweden,totalWageSalWorkers,90.28720727,2018
Sweden,totalWageSalWorkers,90.15933502,2019
Sweden,totalWageSalWorkers,90.07915804,2020
Switzerland,adjIncome,533121000000,2016
Switzerland,adjIncome,533068000000,2017
Switzerland,adjIncome,538181000000,2018
Switzerland,adjIncome,536713000000,2019
Switzerland,adjIncome,543958000000,2020
Switzerland,adjIncomeCapita,63668.84894,2016
Switzerland,adjIncomeCapita,63071.25022,2017
Switzerland,adjIncomeCapita,63208.82709,2018
Switzerland,adjIncomeCapita,62588.33618,2019
Switzerland,adjIncomeCapita,62971.41617,2020
Switzerland,commExports,55.50511773,2016
Switzerland,commExports,53.75890535,2017
Switzerland,commExports,55.18294333,2018
Switzerland,commExports,53.98390631,2019
Switzerland,commExports,56.12972456,2020
Switzerland,serviceICTExportsPercent,12.08101495,2016
Switzerland,serviceICTExportsPercent,11.58582808,2017
Switzerland,serviceICTExportsPercent,10.33520128,2018
Switzerland,serviceICTExportsPercent,9.516437794,2019
Switzerland,serviceICTExportsPercent,10.84620343,2020
Switzerland,commExports,15301989157,2016
Switzerland,commExports,14897739427,2017
Switzerland,commExports,14389858860,2018
Switzerland,commExports,12907380897,2019
Switzerland,commExports,13078520965,2020
Switzerland,serviceICTExports,126661000000,2016
Switzerland,serviceICTExports,128586000000,2017
Switzerland,serviceICTExports,139232000000,2018
Switzerland,serviceICTExports,135632000000,2019
Switzerland,serviceICTExports,120582000000,2020
Switzerland,totalUnemployment,4.92,2016
Switzerland,totalUnemployment,4.8,2017
Switzerland,totalUnemployment,4.71,2018
Switzerland,totalUnemployment,4.39,2019
Switzerland,totalUnemployment,4.82,2020
Switzerland,totalWageSalWorkers,84.99402114,2016
Switzerland,totalWageSalWorkers,85.11503402,2017
Switzerland,totalWageSalWorkers,85.26321406,2018
Switzerland,totalWageSalWorkers,85.67171967,2019
Switzerland,totalWageSalWorkers,85.71091624,2020
Syrian Arab Republic,adjIncome,11188892697,2016
Syrian Arab Republic,adjIncome,14690012611,2017
Syrian Arab Republic,adjIncome,19283835785,2018
Syrian Arab Republic,adjIncome,20462312512,2019
Syrian Arab Republic,adjIncome,10089108768,2020
Syrian Arab Republic,adjIncomeCapita,589.9991572,2016
Syrian Arab Republic,adjIncomeCapita,773.8357462,2017
Syrian Arab Republic,adjIncomeCapita,997.4330923,2018
Syrian Arab Republic,adjIncomeCapita,1018.114089,2019
Syrian Arab Republic,adjIncomeCapita,485.6932303,2020
Syrian Arab Republic,commExports,NA,2016
Syrian Arab Republic,commExports,NA,2017
Syrian Arab Republic,commExports,NA,2018
Syrian Arab Republic,commExports,NA,2019
Syrian Arab Republic,commExports,NA,2020
Syrian Arab Republic,serviceICTExportsPercent,NA,2016
Syrian Arab Republic,serviceICTExportsPercent,NA,2017
Syrian Arab Republic,serviceICTExportsPercent,NA,2018
Syrian Arab Republic,serviceICTExportsPercent,NA,2019
Syrian Arab Republic,serviceICTExportsPercent,NA,2020
Syrian Arab Republic,commExports,NA,2016
Syrian Arab Republic,commExports,NA,2017
Syrian Arab Republic,commExports,NA,2018
Syrian Arab Republic,commExports,NA,2019
Syrian Arab Republic,commExports,NA,2020
Syrian Arab Republic,serviceICTExports,NA,2016
Syrian Arab Republic,serviceICTExports,NA,2017
Syrian Arab Republic,serviceICTExports,NA,2018
Syrian Arab Republic,serviceICTExports,NA,2019
Syrian Arab Republic,serviceICTExports,NA,2020
Syrian Arab Republic,totalUnemployment,13.856,2016
Syrian Arab Republic,totalUnemployment,13.672,2017
Syrian Arab Republic,totalUnemployment,13.562,2018
Syrian Arab Republic,totalUnemployment,13.409,2019
Syrian Arab Republic,totalUnemployment,15.279,2020
Syrian Arab Republic,totalWageSalWorkers,61.70517025,2016
Syrian Arab Republic,totalWageSalWorkers,61.8702629,2017
Syrian Arab Republic,totalWageSalWorkers,62.18044968,2018
Syrian Arab Republic,totalWageSalWorkers,62.54261442,2019
Syrian Arab Republic,totalWageSalWorkers,62.92988915,2020
Tajikistan,adjIncome,7470805604,2016
Tajikistan,adjIncome,8152614086,2017
Tajikistan,adjIncome,8188239803,2018
Tajikistan,adjIncome,8491672143,2019
Tajikistan,adjIncome,8294658056,2020
Tajikistan,adjIncomeCapita,856.2215846,2016
Tajikistan,adjIncomeCapita,913.4044312,2017
Tajikistan,adjIncomeCapita,897.0334569,2018
Tajikistan,adjIncomeCapita,909.4644334,2019
Tajikistan,adjIncomeCapita,869.1688293,2020
Tajikistan,commExports,28.57646439,2016
Tajikistan,commExports,23.17019028,2017
Tajikistan,commExports,21.29229964,2018
Tajikistan,commExports,14.64711132,2019
Tajikistan,commExports,19.6296111,2020
Tajikistan,serviceICTExportsPercent,4.390643047,2016
Tajikistan,serviceICTExportsPercent,2.128701957,2017
Tajikistan,serviceICTExportsPercent,2.775278221,2018
Tajikistan,serviceICTExportsPercent,2.815793806,2019
Tajikistan,serviceICTExportsPercent,4.10867971,2020
Tajikistan,commExports,10178610,2016
Tajikistan,commExports,5364340,2017
Tajikistan,commExports,6722300,2018
Tajikistan,commExports,6824310,2019
Tajikistan,commExports,5691890,2020
Tajikistan,serviceICTExports,231825040,2016
Tajikistan,serviceICTExports,252000520,2017
Tajikistan,serviceICTExports,242220760,2018
Tajikistan,serviceICTExports,242358300,2019
Tajikistan,serviceICTExports,138533310,2020
Tajikistan,totalUnemployment,6.9,2016
Tajikistan,totalUnemployment,6.898,2017
Tajikistan,totalUnemployment,6.895,2018
Tajikistan,totalUnemployment,6.894,2019
Tajikistan,totalUnemployment,7.304,2020
Tajikistan,totalWageSalWorkers,69.9154706,2016
Tajikistan,totalWageSalWorkers,70.63406975,2017
Tajikistan,totalWageSalWorkers,71.50212991,2018
Tajikistan,totalWageSalWorkers,72.17678326,2019
Tajikistan,totalWageSalWorkers,72.18437365,2020
Tanzania,adjIncome,41504598991,2016
Tanzania,adjIncome,45203555661,2017
Tanzania,adjIncome,49866836754,2018
Tanzania,adjIncome,54736149745,2019
Tanzania,adjIncome,55510232274,2020
Tanzania,adjIncomeCapita,786.2319336,2016
Tanzania,adjIncomeCapita,828.0517578,2017
Tanzania,adjIncomeCapita,884.9476318,2018
Tanzania,adjIncomeCapita,942.6026611,2019
Tanzania,adjIncomeCapita,927.7069092,2020
Tanzania,commExports,9.6742734,2016
Tanzania,commExports,9.835596061,2017
Tanzania,commExports,7.161415524,2018
Tanzania,commExports,6.042579336,2019
Tanzania,commExports,7.0201080320000004,2020
Tanzania,serviceICTExportsPercent,0.807983662,2016
Tanzania,serviceICTExportsPercent,0.416584617,2017
Tanzania,serviceICTExportsPercent,0.554185251,2018
Tanzania,serviceICTExportsPercent,0.671440408,2019
Tanzania,serviceICTExportsPercent,0.621261293,2020
Tanzania,commExports,29081744.24,2016
Tanzania,commExports,15962990.92,2017
Tanzania,commExports,22248701.32,2018
Tanzania,commExports,28744227.88,2019
Tanzania,commExports,13566904.21,2020
Tanzania,serviceICTExports,3599298550,2016
Tanzania,serviceICTExports,3831872391,2017
Tanzania,serviceICTExports,4014668614,2018
Tanzania,serviceICTExports,4280979747,2019
Tanzania,serviceICTExports,2183767822,2020
Tanzania,totalUnemployment,2.189,2016
Tanzania,totalUnemployment,2.251,2017
Tanzania,totalUnemployment,2.34,2018
Tanzania,totalUnemployment,2.445,2019
Tanzania,totalUnemployment,2.78,2020
Tanzania,totalWageSalWorkers,13.67104877,2016
Tanzania,totalWageSalWorkers,13.8644244,2017
Tanzania,totalWageSalWorkers,14.01560295,2018
Tanzania,totalWageSalWorkers,14.16609154,2019
Tanzania,totalWageSalWorkers,13.95905914,2020
Thailand,adjIncome,319338000000,2016
Thailand,adjIncome,353848000000,2017
Thailand,adjIncome,389678000000,2018
Thailand,adjIncome,424075000000,2019
Thailand,adjIncome,389836000000,2020
Thailand,adjIncomeCapita,4522.756367,2016
Thailand,adjIncomeCapita,4990.937473,2017
Thailand,adjIncomeCapita,5478.561739,2018
Thailand,adjIncomeCapita,5947.109849,2019
Thailand,adjIncomeCapita,5454.101184,2020
Thailand,commExports,19.57196004,2016
Thailand,commExports,15.33243778,2017
Thailand,commExports,16.14237246,2018
Thailand,commExports,16.3439591,2019
Thailand,commExports,43.12853016,2020
Thailand,serviceICTExportsPercent,0.819814701,2016
Thailand,serviceICTExportsPercent,0.63427049,2017
Thailand,serviceICTExportsPercent,0.777653754,2018
Thailand,serviceICTExportsPercent,0.721755315,2019
Thailand,serviceICTExportsPercent,1.553968873,2020
Thailand,commExports,522930325.1,2016
Thailand,commExports,450104601,2017
Thailand,commExports,602476582.2,2018
Thailand,commExports,585903120.9,2019
Thailand,commExports,481686351.3,2020
Thailand,serviceICTExports,63786404939,2016
Thailand,serviceICTExports,70964140350,2017
Thailand,serviceICTExports,77473628713,2018
Thailand,serviceICTExports,81177527679,2019
Thailand,serviceICTExports,30997168592,2020
Thailand,totalUnemployment,0.69,2016
Thailand,totalUnemployment,0.83,2017
Thailand,totalUnemployment,0.77,2018
Thailand,totalUnemployment,0.72,2019
Thailand,totalUnemployment,1.1,2020
Thailand,totalWageSalWorkers,49.06165812,2016
Thailand,totalWageSalWorkers,48.76838538,2017
Thailand,totalWageSalWorkers,48.53424555,2018
Thailand,totalWageSalWorkers,49.71691482,2019
Thailand,totalWageSalWorkers,49.47687935,2020
Timor-Leste,adjIncome,1495162221,2016
Timor-Leste,adjIncome,1554530766,2017
Timor-Leste,adjIncome,1305192008,2018
Timor-Leste,adjIncome,1830151356,2019
Timor-Leste,adjIncome,1592846197,2020
Timor-Leste,adjIncomeCapita,1220.97715,2016
Timor-Leste,adjIncomeCapita,1250.391733,2017
Timor-Leste,adjIncomeCapita,1034.352086,2018
Timor-Leste,adjIncomeCapita,1429.316653,2019
Timor-Leste,adjIncomeCapita,1225.271018,2020
Timor-Leste,commExports,22.60023066,2016
Timor-Leste,commExports,19.20899808,2017
Timor-Leste,commExports,17.31129274,2018
Timor-Leste,commExports,18.85815749,2019
Timor-Leste,commExports,34.12960104,2020
Timor-Leste,serviceICTExportsPercent,3.02298154,2016
Timor-Leste,serviceICTExportsPercent,2.010666643,2017
Timor-Leste,serviceICTExportsPercent,1.207491789,2018
Timor-Leste,serviceICTExportsPercent,1.014974528,2019
Timor-Leste,serviceICTExportsPercent,2.497407777,2020
Timor-Leste,commExports,2319700,2016
Timor-Leste,commExports,1873986.45,2017
Timor-Leste,commExports,1174506.96,2018
Timor-Leste,commExports,902984.18,2019
Timor-Leste,commExports,991740.496,2020
Timor-Leste,serviceICTExports,76735500,2016
Timor-Leste,serviceICTExports,93202244.96,2017
Timor-Leste,serviceICTExports,97268318.55,2018
Timor-Leste,serviceICTExports,88966191.29,2019
Timor-Leste,serviceICTExports,39710795.53,2020
Timor-Leste,totalUnemployment,4.66,2016
Timor-Leste,totalUnemployment,4.191,2017
Timor-Leste,totalUnemployment,3.69,2018
Timor-Leste,totalUnemployment,3.079,2019
Timor-Leste,totalUnemployment,2.791,2020
Timor-Leste,totalWageSalWorkers,30.26496088,2016
Timor-Leste,totalWageSalWorkers,30.56629374,2017
Timor-Leste,totalWageSalWorkers,31.10199338,2018
Timor-Leste,totalWageSalWorkers,32.63103412,2019
Timor-Leste,totalWageSalWorkers,32.42285008,2020
Togo,adjIncome,5260457102,2016
Togo,adjIncome,5584433213,2017
Togo,adjIncome,6393803054,2018
Togo,adjIncome,6515480813,2019
Togo,adjIncome,6814681944,2020
Togo,adjIncomeCapita,686.622378,2016
Togo,adjIncomeCapita,711.139564,2017
Togo,adjIncomeCapita,794.589054,2018
Togo,adjIncomeCapita,790.4169008,2019
Togo,adjIncomeCapita,807.180026,2020
Togo,commExports,35.79338557,2016
Togo,commExports,36.59356579,2017
Togo,commExports,36.28009461,2018
Togo,commExports,35.64721813,2019
Togo,commExports,43.35381247,2020
Togo,serviceICTExportsPercent,6.620676696,2016
Togo,serviceICTExportsPercent,6.439541817,2017
Togo,serviceICTExportsPercent,5.489655587,2018
Togo,serviceICTExportsPercent,5.076632104,2019
Togo,serviceICTExportsPercent,6.921687739,2020
Togo,commExports,35876018.48,2016
Togo,commExports,36704989.68,2017
Togo,commExports,34139816.2,2018
Togo,commExports,30968866.59,2019
Togo,commExports,35585472.61,2020
Togo,serviceICTExports,541878423.2,2016
Togo,serviceICTExports,569993808.8,2017
Togo,serviceICTExports,621893589.9,2018
Togo,serviceICTExports,610027789.1,2019
Togo,serviceICTExports,514115544.6,2020
Togo,totalUnemployment,2.957,2016
Togo,totalUnemployment,3.74,2017
Togo,totalUnemployment,3.759,2018
Togo,totalUnemployment,3.765,2019
Togo,totalUnemployment,4.172,2020
Togo,totalWageSalWorkers,23.40843677,2016
Togo,totalWageSalWorkers,23.80608993,2017
Togo,totalWageSalWorkers,24.23635753,2018
Togo,totalWageSalWorkers,24.49474134,2019
Togo,totalWageSalWorkers,24.36406544,2020
Tonga,adjIncome,385106823,2016
Tonga,adjIncome,436558184.8,2017
Tonga,adjIncome,475450936.3,2018
Tonga,adjIncome,508215581.9,2019
Tonga,adjIncome,481139163.9,2020
Tonga,adjIncomeCapita,3643.153461,2016
Tonga,adjIncomeCapita,4141.328889,2017
Tonga,adjIncomeCapita,4521.644663,2018
Tonga,adjIncomeCapita,4842.408189,2019
Tonga,adjIncomeCapita,4571.219753,2020
Tonga,commExports,18.61506256,2016
Tonga,commExports,22.01461368,2017
Tonga,commExports,27.56876696,2018
Tonga,commExports,22.75454375,2019
Tonga,commExports,22.72022144,2020
Tonga,serviceICTExportsPercent,5.139560818,2016
Tonga,serviceICTExportsPercent,9.666146814,2017
Tonga,serviceICTExportsPercent,16.28577627,2018
Tonga,serviceICTExportsPercent,5.963843855,2019
Tonga,serviceICTExportsPercent,6.079388544,2020
Tonga,commExports,4008979.864,2016
Tonga,commExports,7850764.593,2017
Tonga,commExports,14744016.87,2018
Tonga,commExports,5772054.258,2019
Tonga,commExports,4975286.894,2020
Tonga,serviceICTExports,78002382.03,2016
Tonga,serviceICTExports,81219173.93,2017
Tonga,serviceICTExports,90533092.37,2018
Tonga,serviceICTExports,96784127.79,2019
Tonga,serviceICTExports,81838606.92,2020
Tonga,totalUnemployment,2.051,2016
Tonga,totalUnemployment,2.136,2017
Tonga,totalUnemployment,2.25,2018
Tonga,totalUnemployment,2.136,2019
Tonga,totalUnemployment,2.733,2020
Tonga,totalWageSalWorkers,47.44337295,2016
Tonga,totalWageSalWorkers,47.89826121,2017
Tonga,totalWageSalWorkers,48.20426012,2018
Tonga,totalWageSalWorkers,48.5508263,2019
Tonga,totalWageSalWorkers,48.16739143,2020
Trinidad and Tobago,adjIncome,19093348522,2016
Trinidad and Tobago,adjIncome,19697074402,2017
Trinidad and Tobago,adjIncome,18687632926,2018
Trinidad and Tobago,adjIncome,18445359300,2019
Trinidad and Tobago,adjIncome,16940185488,2020
Trinidad and Tobago,adjIncomeCapita,12994.59517,2016
Trinidad and Tobago,adjIncomeCapita,13321.37235,2017
Trinidad and Tobago,adjIncomeCapita,12419.43321,2018
Trinidad and Tobago,adjIncomeCapita,12135.46408,2019
Trinidad and Tobago,adjIncomeCapita,11158.46192,2020
Trinidad and Tobago,commExports,10.53160386,2016
Trinidad and Tobago,commExports,11.30284504,2017
Trinidad and Tobago,commExports,12.50464637,2018
Trinidad and Tobago,commExports,13.00530302,2019
Trinidad and Tobago,commExports,19.24642997,2020
Trinidad and Tobago,serviceICTExportsPercent,1.259648157,2016
Trinidad and Tobago,serviceICTExportsPercent,1.462027194,2017
Trinidad and Tobago,serviceICTExportsPercent,1.64046979,2018
Trinidad and Tobago,serviceICTExportsPercent,1.9876711,2019
Trinidad and Tobago,serviceICTExportsPercent,3.144553739,2020
Trinidad and Tobago,commExports,12043362.48,2016
Trinidad and Tobago,commExports,14327047.71,2017
Trinidad and Tobago,commExports,13358558.99,2018
Trinidad and Tobago,commExports,15931554.06,2019
Trinidad and Tobago,commExports,13736034.67,2020
